Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
1704,Tb927.11.15900,-0.002774943,0.739564,"60S ribosomal protein L27, putative",391.5,9.619302076
1705,Tb11.v5.0325,-0.002774943,0.738363,"retrotransposon hot spot (RHS) protein, putative",2486,8.897181574
1707,Tb927.10.14470,-0.002774943,0.737284,intraflagellar transport protein 140,788,9.31825121
1708,Tb927.10.6370,-0.002774943,0.735864,"60S ribosomal proteins L37, putative",724.5,9.497896743
1709,Tb927.10.14710,-0.002774943,0.731568,"40S ribosomal protein S2, putative",269.5,10.46879026
1710,Tb927.11.1390,-0.002774943,0.730656,"class I transcription factor A, subunit 1",3423,6.433881792
1712,Tb927.10.3890,-0.002774943,0.730075,"phosphatidylinositol-4-phosphate 5-kinase, putative",7125,7.465472081
1713,Tb927.11.1260,-0.002774943,0.729235,"copper-transporting ATPase-like protein, putative",4441,7.073645046
1715,Tb927.10.4170,-0.002774943,0.727717,"hypothetical protein, conserved",2904,7.752969865
1717,Tb927.8.7480,-0.002774943,0.726953,"hypothetical protein, conserved",6052,8.818997434
1718,Tb927.11.15190,-0.002774943,0.726886,"Domain of unknown function (DUF4200), putative",1979,6.592409948
1719,Tb927.9.4420,-0.002774943,0.726762,Beat-regulation protein,2039,8.286052078
1720,Tb927.11.4820,-0.002774943,0.724221,"60S ribosomal protein L17, putative",739.5,10.01309014
1721,Tb927.1.120,-0.002774943,0.723623,"retrotransposon hot spot protein 4 (RHS4), putative",239,9.860942603
1727,Tb927.9.5860,-0.002774943,0.721319,tryparedoxin peroxidase,142.5,10.45776082
1730,Tb927.6.4140,-0.002774943,0.720553,"paraflagellar rod component, putative",268,8.768438295
1731,Tb927.9.5620,-0.002774943,0.719833,"hypothetical protein, conserved",4364,7.635202168
1732,Tb927.1.700,-0.002774943,0.719621,phosphoglycerate kinase,63,9.922922584
1737,Tb927.9.5040,-0.002774943,0.71413,cAMP-specific phosphodiesterase,458,8.021602716
1739,Tb927.5.680,-0.002774943,0.713082,"hypothetical protein, conserved",6440,7.839854985
1741,Tb927.11.4380,-0.002774943,0.710985,"ATP-dependent RNA helicase, putative",2879,8.928651847
1748,Tb927.3.3780,-0.002774943,0.705753,"tryparedoxin 1a, putative",266.5,8.236335686
1750,Tb927.8.2280,-0.002774943,0.705315,Present in the outer mitochondrial membrane proteome 39-4,2222.5,9.298612948
1752,Tb927.10.9280,-0.002774943,0.704855,"hypothetical protein, conserved",3990.5,7.543235884
1753,Tb927.1.4830,-0.002774943,0.704162,phospholipase A1,851,8.39223956
1756,Tb927.10.3760,-0.002774943,0.703035,"vacuolar ATP synthase subunit d, putative",1983,8.508206403
1757,Tb927.11.14140,-0.002774943,0.702585,ethanolamine-phosphate cytidylyltransferase,1467,7.131779009
1758,Tb927.8.2660,-0.002774943,0.702034,"Galactose oxidase, central domain containing protein, putative",2280.5,6.77564685
1760,Tb927.11.16840,-0.002774943,0.700578,"hypothetical protein, conserved",3910,8.058198188
1763,Tb927.9.2550,-0.002774943,0.698988,"Domain of unknown function (DUF4457), putative",3281,6.55946373
1764,Tb927.3.5550,-0.002774943,0.698803,intraflagellar transport protein 27,1085,8.313593065
1766,Tb927.8.6960,-0.002774943,0.69763,"NADH-ubiquinone oxidoreductase complex I subunit, putative",2143,7.852851912
1769,Tb927.3.5370,-0.002774943,0.697194,"hypothetical protein, conserved",975,8.861946407
1771,Tb927.2.820,-0.002774943,0.696527,"retrotransposon hot spot protein 1 (RHS1), interrupted",1256,9.208038049
1773,Tb927.8.3610,-0.002774943,0.695809,"AKAP7 25 RNA ligase-like domain containing protein, putative",3970,7.461318409
1774,Tb927.9.1850,-0.002774943,0.694475,"60S ribosomal protein L35, putative",830.5,9.570449533
1775,Tb927.10.15520,-0.002774943,0.693829,"signal recognition particle protein, putative",1898.5,9.367057591
1778,Tb927.11.2830,-0.002774943,0.693006,"hypothetical protein, conserved",3761,6.936347834
1779,Tb927.9.12510,-0.002774943,0.692486,"ATP-dependent DEAD/H RNA helicase, putative",509,9.04289039
1781,Tb927.7.3460,-0.002774943,0.691678,"LSU ribosomal protein, mitochondrial, putative",5074,8.153265935
1784,Tb927.9.10770,-0.002774943,0.688944,polyadenylate-binding protein 2,132,10.7908479
1785,Tb927.10.15180,-0.002774943,0.688534,"nucleosome assembly protein, putative",963,8.325823419
1788,Tb927.10.4180,-0.002774943,0.686743,"TFIIF-stimulated CTD phosphatase, putative",657,9.045283851
1789,Tb927.8.5980,-0.002774943,0.686065,"TFIIH basal transcription factor complex helicase subunit, putative",4758,7.105442055
1790,Tb927.5.450,-0.002774943,0.684502,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",5803.5,8.284971855
1792,Tb927.11.12840,-0.002774943,0.683896,"Domain of unknown function (DUF4486), putative",2058,7.092475013
1793,Tb927.9.5190,-0.002774943,0.683653,"proliferative cell nuclear antigen (PCNA), putative",551,8.979516507
1794,Tb927.11.8060,-0.002774943,0.683605,"SNARE associated Golgi protein, putative",979,7.491809767
1796,Tb927.7.4900,-0.002774943,0.683056,5-3 exoribonuclease A,1335.5,9.247899651
1799,Tb927.8.6140,-0.002774943,0.681392,"Galactose oxidase, central domain/Kelch motif containing protein, putative",5441,7.702025351
1801,Tb927.11.1010,-0.002774943,0.680408,"chaperone protein DnaJ, putative",4531,7.790264047
1802,Tb927.8.1440,-0.002774943,0.679972,"maoC-like dehydratase, putative",1664,5.432022748
1805,Tb927.9.12770,-0.002774943,0.677565,Kinetoplast polyadenylation factor 3,3605,7.595264683
1807,Tb927.11.13340,-0.002774943,0.675709,"hypothetical protein, conserved",4197,7.140225125
1810,Tb927.11.2440,-0.002774943,0.674546,Tubulin cofactor C domain-containing protein 1,3307,7.820825187
1812,Tb927.3.1190,-0.002774943,0.672821,"hypothetical protein, conserved",2474,8.112135603
1813,Tb927.3.4330,-0.002774943,0.670795,Paraflagellar rod protein 1-5,51.5,8.873146151
1814,Tb927.5.1300,-0.002774943,0.67055,"V-type proton ATPase subunit a, putative",758,7.683263231
1815,Tb927.11.960,-0.002774943,0.669613,"ATPase, putative",6374,7.715184093
1817,Tb927.4.1870,-0.002774943,0.668053,"Serine/threonine-protein phosphatase 2A catalytic subunit, putative",2093,8.548008399
1819,Tb927.10.13790,-0.002774943,0.666867,"hypothetical protein, conserved",402,8.511829906
1820,Tb927.10.11300,-0.002774943,0.666721,"paraflagellar rod component, putative",218,8.645599095
1822,Tb927.1.670,-0.002774943,0.665915,"conserved protein, unknown function",2744,8.051345499
1823,Tb927.10.13860,-0.002774943,0.665172,GPI-anchor transamidase subunit 8 (GPI8),1603,8.212720154
1828,Tb927.8.2200,-0.002774943,0.661258,"terbinafine resistance locus protein (yip1), putative",1659,7.60144068
1830,Tb927.11.1710,-0.002774943,0.660619,guide RNA-binding protein of 21 kDa,1163,8.492578813
1831,Tb927.2.4530,-0.002774943,0.659625,"hypothetical protein, conserved",2055,8.07656763
1832,Tb927.2.2950,-0.002774943,0.658495,"Nop14-like family, putative",3053,8.176409625
1835,Tb927.3.3060,-0.002774943,0.656763,"hypothetical protein, conserved",3995,8.631098632
1842,Tb927.5.550,-0.002774943,0.651516,"V-type proton ATPase subunit D, putative",1131,8.087248868
1844,Tb927.7.3500,-0.002774943,0.650849,Prostaglandin E synthase,2242,8.381223415
1845,Tb927.3.4850,-0.002774943,0.64856,"enoyl-CoA hydratase, mitochondrial precursor, putative",4247,8.560014288
1846,Tb927.9.11300,-0.002774943,0.646524,Mitochondrial ribosomal protein S17,5068,7.59645414
1850,Tb927.9.10960,-0.002774943,0.644478,"ATP-dependent DEAD/H RNA helicase, putative",5285,7.763630118
1853,Tb927.7.3100,-0.002774943,0.642827,"hypothetical protein, conserved",7035,8.370975449
1855,Tb927.10.5370,-0.002774943,0.64248,"40S ribosomal protein S10, putative",442.5,9.505190692
1858,Tb927.2.3580,-0.002774943,0.641422,"transcription elongation factor s-II, putative",875,9.146097014
1859,Tb927.5.4270,-0.002774943,0.641077,"ATP-dependent DEAD/H RNA helicase, putative",3789,8.063145637
1862,Tb927.11.6300,-0.002774943,0.639668,"40S ribosomal protein S5, putative",364,10.43440921
1863,Tb10.v4.0033,-0.002774943,0.639533,pumillo RNA binding protein PUF1,1375,9.937146627
1865,Tb927.1.4490,-0.002774943,0.638733,"acetyltransferase, putative",1118,8.780749231
1866,Tb927.6.560,-0.002774943,0.638654,cysteine peptidase C (CPC),2331,9.765497187
1868,Tb927.10.12700,-0.002774943,0.636356,"pyruvate dehydrogenase E1 alpha subunit, putative",446,8.879634827
1870,Tb927.7.5020,-0.002774943,0.6357,"60S ribosomal protein L19, putative",488.5,10.0838966
1871,Tb927.8.3710,-0.002774943,0.63519,"exonuclease, putative",2774,7.7386141
1872,Tb927.10.8330,-0.002774943,0.635108,"S. cerevisiae PSP1 homologue, putative",4440,8.533161737
1875,Tb927.11.8440,-0.002774943,0.633834,"haloacid dehalogenase-like hydrolase, putative",871,7.980925552
1880,Tb927.11.12380,-0.002774943,0.629283,"hypothetical protein, conserved",3064,8.22284648
1881,Tb927.8.5760,-0.002774943,0.629,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative",1120,8.670431409
1883,Tb927.10.4120,-0.002774943,0.625791,60S ribosomal protein L30,382.5,9.949472954
1884,Tb927.11.12150,-0.002774943,0.625159,flagellar pocket cytoskeletal protein bilbo1,880,10.05122972
1888,Tb927.11.3290,-0.002774943,0.622396,Tripartite attachment complex protein 166,1617,8.052770869
1890,Tb927.11.10230,-0.002774943,0.621007,"RNA polymerase-associated protein CDC73, putative",2720,8.692626633
1891,Tb927.6.1280,-0.002774943,0.620701,"translation initiation factor EIF-2b alpha subunit, putative",3807,8.21114725
1893,Tb927.5.1120,-0.002774943,0.619053,"Phage tail fibre repeat, putative",2033,7.257486579
1896,Tb927.4.5000,-0.002774943,0.618192,"TerD domain containing protein, putative",1705,7.236914964
1897,Tb927.6.4230,-0.002774943,0.617931,"hypothetical protein, conserved",3937,8.948359165
1899,Tb927.9.11840,-0.002774943,0.615541,"pre-rRNA-processing protein PNO1, putative",3284,7.938904816
1900,Tb927.6.1410,-0.002774943,0.615187,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",5628,8.883911154
1902,Tb927.9.6250,-0.002774943,0.613527,arginine kinase,104,8.196949541
1903,Tb927.8.2310,-0.002774943,0.612258,"(H+)-ATPase G subunit, putative",2272,8.140130778
1904,Tb927.3.3230,-0.002774943,0.611682,"NOL1/NOP2/sun family, putative",3174,7.19529066
1905,Tb927.10.570,-0.002774943,0.61083,"Sec8 exocyst complex component specific domain containing protein, putative",3658,7.703961652
1906,Tb927.2.4130,-0.002774943,0.610788,"enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative",1841,9.177218959
1908,Tb927.11.11280,-0.002774943,0.609553,"hypothetical protein, conserved",2182.5,8.579863591
1911,Tb927.10.13710,-0.002774943,0.608422,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative",858,8.535053482
1913,Tb927.7.3180,-0.002774943,0.607416,"adaptor complex AP-1 medium subunit, putative",798,8.894941572
1915,Tb927.3.3280,-0.002774943,0.605912,"vacuolar protein sorting-associated protein 4, putative",1902,8.372562218
1916,Tb927.8.5140,-0.002774943,0.605701,"diacylglycerol kinase, putative",2545,6.059336177
1917,Tb927.11.550,-0.002774943,0.605421,hypothetical protein SCD6.10,405,9.959480237
1920,Tb927.10.14990,-0.002774943,0.604747,intraflagellar transport protein 80,957,9.585302776
1922,Tb927.10.9240,-0.002774943,0.603895,"Tir chaperone protein (CesT) family, putative",2513,8.455195202
1923,Tb927.10.5440,-0.002774943,0.60373,RNA editing endoribonuclease,6559,7.016029963
1925,Tb927.10.14870,-0.002774943,0.601173,"hypothetical protein, conserved",3608,7.882427764
1928,Tb927.10.8890,-0.002774943,0.599835,"kinetoplast DNA-associated protein, putative",2612,8.164977077
1929,Tb927.8.7780,-0.002774943,0.599802,"hypothetical protein, conserved",6751,8.899453878
1930,Tb927.2.5910,-0.002774943,0.59932,"40S ribosomal protein S13, putative",365.5,10.10771861
1931,Tb927.7.3970,-0.002774943,0.598665,"hypothetical protein, conserved",4776,7.959227479
1932,Tb927.10.16020,-0.002774943,0.598485,"pre-RNA processing PIH1/Nop17, putative",4572,5.67198696
1933,Tb927.4.1630,-0.002774943,0.598311,ribosomal RNA processing protein 6,2788,8.402811427
1934,Tb927.8.2070,-0.002774943,0.597862,Present in the outer mitochondrial membrane proteome 39-1,403.5,7.94605906
1939,Tb927.9.12070,-0.002774943,0.595097,"hypothetical protein, conserved",1311,8.209246849
1943,Tb927.6.1980,-0.002774943,0.593561,"LMBR1-like membrane protein, putative",2295,6.741671495
1947,Tb927.7.5110,-0.002774943,0.590872,"hypothetical protein, conserved",3929,6.085219201
1948,Tb927.8.1540,-0.002774943,0.590525,"hypothetical protein, conserved",1628,6.707587207
1951,Tb927.7.1300,-0.002774943,0.588543,"protein disulfide isomerase, putative",341,8.59000542
1956,Tb927.10.16170,-0.002774943,0.585861,"potassium voltage-gated channel, putative",5620.5,6.959851955
1957,Tb927.4.4950,-0.002774943,0.585213,Nucleolar protein 61,3164,7.48654382
1959,Tb927.5.2140,-0.002774943,0.582578,regulator of nonsense transcripts 1,1739,9.186476031
1962,Tb927.9.3650,-0.002774943,0.579741,Kinesin-13 1,4148,7.766025974
1966,Tb927.3.3490,-0.002774943,0.575707,High mobility group protein TDP1,461,7.614886675
1968,Tb927.9.2600,-0.002774943,0.57343,"hypothetical protein, conserved",3003,7.24144686
1969,Tb927.10.7090,-0.002774943,0.573123,"Alternative oxidase, mitochondrial",209,8.641583166
1970,Tb927.10.8060,-0.002774943,0.573094,"SET domain containing protein, putative",1831,7.711874687
1974,Tb927.11.16970,-0.002774943,0.571636,"protein phosphatase 4, putative",1250,8.990596336
1975,Tb927.3.5070,-0.002774943,0.570949,"hypothetical protein, conserved",2238,8.761822633
1978,Tb927.10.2810,-0.002774943,0.569269,"hypothetical protein, conserved",1079,8.784103537
1980,Tb927.7.6090,-0.002774943,0.56892,eukaryotic translation initiation factor 3 subunit a,531,9.721884777
1981,Tb927.6.820,-0.002774943,0.568406,Pumilio homology domain family member 4,2947.5,8.822285794
1984,Tb927.8.1090,-0.002774943,0.566173,NPAPL,2959,8.237292338
1986,Tb927.8.5100,-0.002774943,0.565356,"hypothetical protein, conserved",738,7.217062606
1988,Tb927.9.15070,-0.002774943,0.564826,"hypothetical protein, conserved",1243,9.13871311
1989,Tb927.10.11110,-0.002774943,0.564709,"hypothetical protein, conserved",6909,7.125968963
1991,Tb927.4.980,-0.002774943,0.563947,"actin, putative",4277,5.628930183
1992,Tb11.v5.0480,-0.002774943,0.563389,"DNA-directed RNA polymerase, alpha subunit, putative",1582.5,8.589335126
1994,Tb927.5.4290,-0.002774943,0.562426,"hypothetical protein, conserved",6204,7.156670277
1996,Tb927.1.3230,-0.002774943,0.562188,"cell division cycle protein, putative",6084,6.841716021
2001,Tb927.11.1300,-0.002774943,0.559687,"UBA/TS-N domain containing protein, putative",3973,8.56431091
2002,Tb927.11.15220,-0.002774943,0.558957,"hypothetical protein, conserved",2230,7.107515226
2009,Tb927.8.3060,-0.002774943,0.556668,"metallo-peptidase, Clan MF, Family M17",1154,8.398304663
2010,Tb927.4.3800,-0.002774943,0.556658,"hypothetical protein, conserved",4241,7.464280845
2012,Tb927.11.8380,-0.002774943,0.556366,"NADPH--cytochrome P450 reductase, putative",1413,8.193708832
2016,Tb927.3.4420,-0.002774943,0.55405,"hypothetical protein, conserved",2421,5.681395023
2018,Tb927.11.750,-0.002774943,0.552557,"DNA repair protein, putative",3773,7.675842473
2019,Tb927.11.4300,-0.002774943,0.551761,"60S ribosomal protein L18, putative",468.5,9.688837896
2021,Tb927.11.1550,-0.002774943,0.551648,"XRN 5-3 exonuclease N-terminus, putative",5030,7.26273578
2022,Tb927.10.2060,-0.002774943,0.550703,"hypothetical protein, conserved",6248,7.035149458
2024,Tb927.7.3890,-0.002774943,0.550023,"hypothetical protein, conserved",4948,8.388633969
2025,Tb927.10.7230,-0.002774943,0.549315,Flagellar Member 1,579.5,8.333689042
2027,Tb927.10.3570,-0.002774943,0.548629,RNA editing exonuclease 2,1921,8.504076488
2029,Tb927.11.5390,-0.002774943,0.547893,"mitochondrial import inner membrane translocase subunit, putative",3193,8.110252917
2031,Tb927.4.3670,-0.002774943,0.546599,"CBF/Mak21 family, putative",3456,7.524123385
2032,Tb927.11.9730,-0.002774943,0.545517,"60S ribosomal protein L34, putative",414.5,9.472405362
2033,Tb927.2.340,-0.002774943,0.545445,"retrotransposon hot spot protein 4 (RHS4), putative",416,9.497965739
2037,Tb927.11.5750,-0.002774943,0.540938,SUMO-interacting motif-containing protein,3632,5.886936072
2038,Tb927.3.1120,-0.002774943,0.540844,"GTP-binding nuclear protein rtb2, putative",251,10.20579962
2039,Tb927.4.1850,-0.002774943,0.540813,"hypothetical protein, conserved",1157,9.520234544
2040,Tb927.9.2400,-0.002774943,0.539349,"hypothetical protein, conserved",3014,8.032578472
2042,Tb927.6.1090,-0.002774943,0.539056,proteasome regulatory ATPase subunit 3,818,9.694806945
2045,Tb927.8.6540,-0.002774943,0.537982,TFIIH basal transcription factor subunit,6503,6.420797101
2046,Tb927.10.5240,-0.002774943,0.537976,"cAMP binding protein, putative",4338.5,8.305824106
2047,Tb927.8.2040,-0.002774943,0.537757,"Domain of unknown function (DUF1767), putative",3701,7.560468571
2048,Tb927.7.1500,-0.002774943,0.537376,"Cytosolic Fe-S cluster assembly factor CFD1, putative",3253,7.671977717
2049,Tb927.2.4460,-0.002774943,0.537306,Kinetoplast ribosomal PPR-repeat containing protein 21,6768,7.367244071
2050,Tb927.11.10180,-0.002774943,0.537075,"hypothetical protein, conserved",4763,7.755638596
2052,Tb927.11.10150,-0.002774943,0.536138,"Enoyl-CoA hydratase/isomerase family, putative",5046,9.391640703
2057,Tb927.4.4580,-0.002774943,0.533286,"hypothetical protein, conserved",2710,9.711528854
2059,Tb927.6.3100,-0.002774943,0.532987,"Intraflagellar transport complex B protein 46 C terminal, putative",956,8.598790507
2060,Tb927.3.5090,-0.002774943,0.531299,"tryparedoxin 2, putative",958,8.701671582
2070,Tb927.11.1380,-0.002774943,0.527051,"Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative",2025,8.080626487
2071,Tb927.10.7430,-0.002774943,0.525743,"GTP-binding protein, putative",4934,8.722839506
2073,Tb927.7.5840,-0.002774943,0.525007,"hypothetical protein, conserved",2432,7.850995246
2076,Tb927.9.4080,-0.002774943,0.5248,"Stumpy formation signalling pathway protein, putative",1652,9.188422215
2077,Tb927.3.5400,-0.002774943,0.524597,"serine/threonine protein kinase RIO1, putative",5005.5,7.414689293
2080,Tb927.3.740,-0.002774943,0.520428,"ZFP family member, putative",2661,7.806146043
2081,Tb927.2.1210,-0.002774943,0.520008,"retrotransposon hot spot protein 4 (RHS4), putative",1136,8.64022297
